type	time	latitude	longitude	altitude (m)	distance (km)	hr	name	desc
T	2016-11-13 11:22:07	51.371887000	-2.701855000	167.4	32.292	130		
T	2016-11-13 11:22:08	51.371979000	-2.701859000	167.0	32.302	130		
T	2016-11-13 11:22:10	51.372152000	-2.701878000	167.0	32.322	130		
T	2016-11-13 11:22:11	51.372229000	-2.701903000	167.0	32.333	130		
T	2016-11-13 11:22:14	51.372476000	-2.702020000	167.0	32.361	129		
T	2016-11-13 11:22:18	51.372747000	-2.702138000	166.4	32.395	125		
T	2016-11-13 11:22:19	51.372790000	-2.702184000	165.8	32.401	123		
T	2016-11-13 11:22:20	51.372825000	-2.702245000	165.4	32.407	122		
T	2016-11-13 11:22:21	51.372840000	-2.702325000	164.8	32.413	122		
T	2016-11-13 11:22:22	51.372842000	-2.702410000	164.2	32.419	121		
T	2016-11-13 11:22:24	51.372833000	-2.702614000	164.2	32.433	124		
T	2016-11-13 11:22:26	51.372825000	-2.702829000	164.2	32.447	126		
T	2016-11-13 11:22:28	51.372815000	-2.703051000	164.2	32.462	129		
T	2016-11-13 11:22:30	51.372810000	-2.703279000	164.2	32.478	132		
T	2016-11-13 11:22:33	51.372793000	-2.703619000	164.2	32.502	135		
T	2016-11-13 11:22:35	51.372778000	-2.703848000	164.2	32.518	135		
T	2016-11-13 11:22:43	51.372746000	-2.704797000	164.2	32.585	136		
T	2016-11-13 11:22:50	51.372718000	-2.705641000	164.2	32.645	138		
T	2016-11-13 11:22:54	51.372696000	-2.706124000	164.2	32.680	139		
T	2016-11-13 11:22:58	51.372681000	-2.706610000	163.8	32.714	138		
T	2016-11-13 11:22:59	51.372676000	-2.706735000	163.4	32.723	138		
T	2016-11-13 11:23:00	51.372673000	-2.706853000	163.0	32.732	138		
T	2016-11-13 11:23:01	51.372668000	-2.706975000	162.6	32.741	138		
T	2016-11-13 11:23:02	51.372663000	-2.707100000	162.0	32.749	139		
T	2016-11-13 11:23:05	51.372653000	-2.707471000	162.0	32.776	138		
T	2016-11-13 11:23:12	51.372628000	-2.708321000	162.0	32.836	138		
T	2016-11-13 11:23:17	51.372614000	-2.708935000	162.0	32.880	138		
T	2016-11-13 11:23:24	51.372578000	-2.709806000	162.0	32.942	138		
T	2016-11-13 11:23:31	51.372554000	-2.710643000	162.0	33.002	136		
T	2016-11-13 11:23:34	51.372554000	-2.710643000	162.0	33.031	133		
T	2016-11-13 11:23:35	51.372544000	-2.710991000	161.6	33.034	132		
T	2016-11-13 11:23:36	51.372555000	-2.711016000	161.2	33.037	131		
T	2016-11-13 11:23:37	51.372557000	-2.711029000	160.8	33.040	130		
T	2016-11-13 11:23:38	51.372557000	-2.711033000	160.4	33.040	129		
T	2016-11-13 11:23:50	51.372576000	-2.711065000	160.0	33.040	122		
T	2016-11-13 11:23:51	51.372600000	-2.711085000	160.0	33.042	123		
T	2016-11-13 11:23:52	51.372635000	-2.711068000	160.0	33.044	123		
T	2016-11-13 11:23:55	51.372756000	-2.710959000	160.0	33.056	126		
T	2016-11-13 11:23:56	51.372799000	-2.710910000	160.0	33.061	127		
T	2016-11-13 11:23:58	51.372888000	-2.710808000	160.0	33.073	130		
T	2016-11-13 11:24:00	51.372981000	-2.710697000	160.0	33.086	133		
T	2016-11-13 11:24:03	51.373115000	-2.710530000	160.4	33.105	135		
T	2016-11-13 11:24:04	51.373159000	-2.710477000	160.8	33.111	135		
T	2016-11-13 11:24:05	51.373203000	-2.710423000	161.2	33.118	136		
T	2016-11-13 11:24:06	51.373247000	-2.710370000	161.8	33.124	137		
T	2016-11-13 11:24:07	51.373293000	-2.710314000	162.2	33.130	138		
T	2016-11-13 11:24:11	51.373468000	-2.710112000	162.2	33.155	141		
T	2016-11-13 11:24:14	51.373604000	-2.709956000	162.6	33.174	143		
T	2016-11-13 11:24:15	51.373649000	-2.709903000	163.0	33.180	144		
T	2016-11-13 11:24:16	51.373694000	-2.709852000	163.4	33.187	145		
T	2016-11-13 11:24:17	51.373738000	-2.709800000	163.8	33.193	145		
T	2016-11-13 11:24:18	51.373784000	-2.709747000	164.2	33.199	146		
T	2016-11-13 11:24:22	51.373959000	-2.709548000	164.6	33.224	149		
T	2016-11-13 11:24:23	51.374001000	-2.709500000	165.2	33.230	149		
T	2016-11-13 11:24:24	51.374045000	-2.709454000	165.6	33.236	150		
T	2016-11-13 11:24:25	51.374090000	-2.709410000	166.0	33.242	151		
T	2016-11-13 11:24:26	51.374135000	-2.709372000	166.6	33.248	151		
T	2016-11-13 11:24:29	51.374265000	-2.709274000	167.0	33.265	153		
T	2016-11-13 11:24:30	51.374309000	-2.709244000	167.4	33.270	154		
T	2016-11-13 11:24:31	51.374352000	-2.709217000	168.0	33.276	155		
T	2016-11-13 11:24:32	51.374395000	-2.709194000	168.4	33.281	155		
T	2016-11-13 11:24:33	51.374437000	-2.709175000	169.0	33.286	155		
T	2016-11-13 11:24:34	51.374475000	-2.709155000	169.0	33.291	155		
T	2016-11-13 11:24:35	51.374516000	-2.709132000	169.4	33.296	156		
T	2016-11-13 11:24:36	51.374552000	-2.709111000	169.8	33.301	156		
T	2016-11-13 11:24:37	51.374589000	-2.709093000	170.2	33.305	156		
T	2016-11-13 11:24:38	51.374625000	-2.709075000	170.6	33.310	156		
T	2016-11-13 11:24:39	51.374662000	-2.709058000	171.0	33.314	157		
T	2016-11-13 11:24:43	51.374815000	-2.709009000	171.6	33.332	158		
T	2016-11-13 11:24:44	51.374855000	-2.709001000	172.0	33.336	158		
T	2016-11-13 11:24:45	51.374892000	-2.708995000	172.6	33.341	159		
T	2016-11-13 11:24:46	51.374932000	-2.708987000	173.0	33.345	159		
T	2016-11-13 11:24:47	51.374968000	-2.708979000	173.6	33.349	159		
T	2016-11-13 11:24:51	51.375112000	-2.708956000	173.6	33.367	160		
T	2016-11-13 11:24:52	51.375147000	-2.708952000	174.0	33.371	160		
T	2016-11-13 11:24:54	51.375218000	-2.708935000	174.4	33.380	160		
T	2016-11-13 11:24:55	51.375253000	-2.708928000	174.8	33.385	160		
T	2016-11-13 11:24:56	51.375293000	-2.708917000	175.2	33.389	160		
T	2016-11-13 11:24:57	51.375334000	-2.708907000	175.8	33.393	160		
T	2016-11-13 11:25:00	51.375447000	-2.708895000	175.8	33.406	161		
T	2016-11-13 11:25:02	51.375526000	-2.708888000	176.2	33.415	161		
T	2016-11-13 11:25:03	51.375568000	-2.708886000	176.6	33.419	161		
T	2016-11-13 11:25:04	51.375606000	-2.708878000	177.0	33.424	161		
T	2016-11-13 11:25:05	51.375648000	-2.708873000	177.4	33.428	161		
T	2016-11-13 11:25:06	51.375687000	-2.708867000	177.8	33.432	161		
T	2016-11-13 11:25:09	51.375802000	-2.708841000	177.8	33.446	161		
T	2016-11-13 11:25:10	51.375839000	-2.708833000	178.2	33.450	161		
T	2016-11-13 11:25:11	51.375874000	-2.708828000	178.6	33.455	160		
T	2016-11-13 11:25:12	51.375909000	-2.708816000	179.2	33.459	160		
T	2016-11-13 11:25:13	51.375947000	-2.708802000	179.6	33.463	160		
T	2016-11-13 11:25:14	51.375987000	-2.708790000	180.0	33.468	160		
T	2016-11-13 11:25:15	51.376026000	-2.708778000	180.0	33.473	160		
T	2016-11-13 11:25:24	51.376399000	-2.708601000	180.4	33.517	159		
T	2016-11-13 11:25:25	51.376442000	-2.708578000	180.8	33.523	158		
T	2016-11-13 11:25:27	51.376538000	-2.708517000	181.6	33.534	158		
T	2016-11-13 11:25:28	51.376585000	-2.708489000	182.2	33.539	158		
T	2016-11-13 11:25:33	51.376846000	-2.708332000	182.2	33.569	157		
T	2016-11-13 11:25:37	51.377047000	-2.708179000	182.2	33.594	157		
T	2016-11-13 11:25:44	51.377418000	-2.707917000	182.2	33.639	155		
T	2016-11-13 11:25:53	51.377915000	-2.707554000	182.2	33.700	154		
T	2016-11-13 11:25:59	51.378257000	-2.707300000	182.6	33.742	153		
T	2016-11-13 11:26:00	51.378315000	-2.707253000	183.0	33.749	152		
T	2016-11-13 11:26:01	51.378373000	-2.707209000	183.4	33.756	152		
T	2016-11-13 11:26:02	51.378431000	-2.707163000	183.8	33.763	152		
T	2016-11-13 11:26:03	51.378490000	-2.707114000	184.2	33.770	152		
T	2016-11-13 11:26:08	51.378791000	-2.706944000	184.2	33.806	151		
T	2016-11-13 11:26:09	51.378849000	-2.706930000	184.2	33.813	151		
T	2016-11-13 11:26:12	51.379040000	-2.706936000	184.2	33.835	150		
T	2016-11-13 11:26:14	51.379164000	-2.706948000	184.2	33.850	150		
T	2016-11-13 11:26:17	51.379349000	-2.706829000	184.2	33.872	150		
T	2016-11-13 11:26:20	51.379458000	-2.706556000	184.2	33.895	149		
T	2016-11-13 11:26:24	51.379515000	-2.706111000	184.2	33.926	147		
T	2016-11-13 11:26:25	51.379512000	-2.705983000	184.2	33.935	147		
T	2016-11-13 11:26:26	51.379512000	-2.705857000	183.6	33.943	147		
T	2016-11-13 11:26:27	51.379511000	-2.705732000	183.2	33.952	147		
T	2016-11-13 11:26:28	51.379508000	-2.705610000	182.8	33.961	146		
T	2016-11-13 11:26:29	51.379505000	-2.705476000	182.4	33.970	146		
T	2016-11-13 11:26:30	51.379504000	-2.705350000	182.0	33.979	146		
T	2016-11-13 11:26:31	51.379505000	-2.705212000	182.0	33.988	145		
T	2016-11-13 11:26:37	51.379572000	-2.704384000	182.0	34.046	144		
T	2016-11-13 11:26:43	51.379733000	-2.703621000	182.0	34.102	144		
T	2016-11-13 11:26:50	51.379987000	-2.702842000	182.0	34.163	144		
T	2016-11-13 11:26:57	51.380307000	-2.702165000	182.0	34.222	144		
T	2016-11-13 11:27:03	51.380626000	-2.701656000	182.0	34.272	144		
T	2016-11-13 11:27:10	51.381058000	-2.701149000	182.0	34.331	144		
T	2016-11-13 11:27:17	51.381543000	-2.700752000	182.0	34.391	143		
T	2016-11-13 11:27:24	51.382055000	-2.700481000	182.0	34.451	143		
T	2016-11-13 11:27:32	51.382664000	-2.700299000	182.0	34.519	144		
T	2016-11-13 11:27:40	51.383273000	-2.700262000	182.0	34.588	145		
T	2016-11-13 11:27:44	51.383574000	-2.700306000	182.0	34.621	148		
T	2016-11-13 11:27:47	51.383797000	-2.700358000	182.0	34.647	148		
T	2016-11-13 11:27:50	51.384015000	-2.700430000	181.4	34.672	148		
T	2016-11-13 11:27:51	51.384091000	-2.700461000	181.0	34.680	147		
T	2016-11-13 11:27:52	51.384159000	-2.700490000	180.6	34.688	147		
T	2016-11-13 11:27:53	51.384232000	-2.700523000	180.2	34.697	147		
T	2016-11-13 11:27:54	51.384300000	-2.700558000	179.6	34.705	147		
T	2016-11-13 11:27:55	51.384371000	-2.700595000	179.6	34.713	147		
T	2016-11-13 11:28:03	51.384926000	-2.700983000	179.6	34.781	144		
T	2016-11-13 11:28:10	51.385402000	-2.701433000	179.6	34.842	142		
T	2016-11-13 11:28:11	51.385454000	-2.701516000	179.6	34.851	141		
T	2016-11-13 11:28:14	51.385577000	-2.701810000	179.6	34.876	140		
T	2016-11-13 11:28:15	51.385641000	-2.701870000	179.6	34.884	140		
T	2016-11-13 11:28:18	51.385865000	-2.701903000	179.6	34.909	140		
T	2016-11-13 11:28:20	51.386020000	-2.701787000	179.2	34.926	140		
T	2016-11-13 11:28:21	51.386096000	-2.701729000	178.8	34.935	140		
T	2016-11-13 11:28:22	51.386167000	-2.701670000	178.4	34.944	139		
T	2016-11-13 11:28:23	51.386236000	-2.701606000	178.0	34.953	139		
T	2016-11-13 11:28:24	51.386306000	-2.701541000	177.6	34.961	139		
T	2016-11-13 11:28:25	51.386375000	-2.701475000	177.2	34.970	139		
T	2016-11-13 11:28:26	51.386447000	-2.701410000	176.8	34.979	139		
T	2016-11-13 11:28:27	51.386522000	-2.701348000	176.4	34.989	139		
T	2016-11-13 11:28:28	51.386596000	-2.701291000	176.0	34.998	139		
T	2016-11-13 11:28:29	51.386676000	-2.701231000	175.6	35.008	138		
T	2016-11-13 11:28:31	51.386837000	-2.701113000	175.6	35.028	135		
T	2016-11-13 11:28:33	51.387005000	-2.700985000	175.0	35.049	133		
T	2016-11-13 11:28:34	51.387097000	-2.700916000	174.4	35.060	132		
T	2016-11-13 11:28:35	51.387196000	-2.700847000	174.0	35.072	131		
T	2016-11-13 11:28:36	51.387294000	-2.700779000	173.0	35.084	131		
T	2016-11-13 11:28:37	51.387396000	-2.700707000	172.2	35.096	132		
T	2016-11-13 11:28:38	51.387501000	-2.700633000	171.2	35.108	131		
T	2016-11-13 11:28:39	51.387608000	-2.700557000	170.2	35.121	132		
T	2016-11-13 11:28:40	51.387712000	-2.700482000	168.8	35.134	132		
T	2016-11-13 11:28:41	51.387817000	-2.700402000	167.4	35.147	132		
T	2016-11-13 11:28:42	51.387928000	-2.700322000	166.0	35.160	132		
T	2016-11-13 11:28:43	51.388037000	-2.700244000	164.4	35.173	132		
T	2016-11-13 11:28:44	51.388144000	-2.700167000	163.0	35.187	132		
T	2016-11-13 11:28:45	51.388251000	-2.700087000	161.4	35.199	133		
T	2016-11-13 11:28:48	51.388554000	-2.699864000	161.4	35.237	134		
T	2016-11-13 11:28:51	51.388841000	-2.699701000	162.0	35.272	135		
T	2016-11-13 11:28:52	51.388936000	-2.699668000	162.4	35.283	136		
T	2016-11-13 11:28:53	51.389021000	-2.699646000	163.0	35.293	136		
T	2016-11-13 11:28:54	51.389103000	-2.699632000	163.4	35.303	137		
T	2016-11-13 11:28:55	51.389183000	-2.699619000	163.8	35.312	138		
T	2016-11-13 11:28:57	51.389328000	-2.699590000	164.4	35.329	138		
T	2016-11-13 11:28:58	51.389395000	-2.699569000	164.8	35.336	139		
T	2016-11-13 11:28:59	51.389454000	-2.699547000	165.4	35.343	139		
T	2016-11-13 11:29:00	51.389507000	-2.699530000	166.0	35.350	139		
T	2016-11-13 11:29:01	51.389561000	-2.699513000	166.8	35.356	139		
T	2016-11-13 11:29:02	51.389611000	-2.699494000	167.4	35.363	140		
T	2016-11-13 11:29:03	51.389662000	-2.699471000	168.2	35.369	140		
T	2016-11-13 11:29:04	51.389717000	-2.699445000	168.8	35.375	140		
T	2016-11-13 11:29:09	51.389972000	-2.699278000	169.2	35.406	143		
T	2016-11-13 11:29:10	51.390019000	-2.699241000	169.8	35.412	143		
T	2016-11-13 11:29:11	51.390066000	-2.699202000	170.2	35.418	143		
T	2016-11-13 11:29:12	51.390110000	-2.699162000	170.6	35.424	144		
T	2016-11-13 11:29:13	51.390153000	-2.699120000	171.2	35.430	144		
T	2016-11-13 11:29:17	51.390310000	-2.698935000	171.6	35.453	146		
T	2016-11-13 11:29:18	51.390351000	-2.698882000	172.0	35.458	146		
T	2016-11-13 11:29:19	51.390388000	-2.698839000	172.4	35.464	147		
T	2016-11-13 11:29:20	51.390428000	-2.698789000	173.0	35.470	147		
T	2016-11-13 11:29:21	51.390466000	-2.698740000	173.4	35.475	147		
T	2016-11-13 11:29:26	51.390637000	-2.698470000	173.8	35.502	149		
T	2016-11-13 11:29:27	51.390671000	-2.698421000	174.2	35.507	149		
T	2016-11-13 11:29:28	51.390706000	-2.698351000	174.6	35.512	150		
T	2016-11-13 11:29:29	51.390735000	-2.698298000	175.0	35.517	150		
T	2016-11-13 11:29:30	51.390764000	-2.698237000	175.4	35.521	151		
T	2016-11-13 11:29:31	51.390790000	-2.698193000	175.8	35.526	151		
T	2016-11-13 11:29:32	51.390815000	-2.698151000	176.4	35.531	151		
T	2016-11-13 11:29:34	51.390873000	-2.698066000	176.8	35.540	152		
T	2016-11-13 11:29:35	51.390902000	-2.698025000	177.2	35.544	153		
T	2016-11-13 11:29:36	51.390931000	-2.697987000	177.6	35.548	153		
T	2016-11-13 11:29:37	51.390967000	-2.697953000	177.6	35.553	154		
T	2016-11-13 11:29:39	51.391032000	-2.697883000	178.0	35.562	154		
T	2016-11-13 11:29:40	51.391065000	-2.697848000	178.4	35.566	155		
T	2016-11-13 11:29:41	51.391099000	-2.697815000	178.8	35.571	155		
T	2016-11-13 11:29:42	51.391133000	-2.697783000	179.2	35.575	156		
T	2016-11-13 11:29:43	51.391166000	-2.697753000	179.6	35.579	156		
T	2016-11-13 11:29:45	51.391239000	-2.697695000	179.6	35.588	157		
T	2016-11-13 11:29:46	51.391276000	-2.697666000	180.0	35.593	157		
T	2016-11-13 11:29:47	51.391312000	-2.697637000	180.4	35.597	157		
T	2016-11-13 11:29:48	51.391347000	-2.697611000	181.0	35.602	157		
T	2016-11-13 11:29:49	51.391382000	-2.697584000	181.4	35.606	158		
T	2016-11-13 11:29:50	51.391418000	-2.697556000	181.8	35.611	158		
T	2016-11-13 11:29:53	51.391529000	-2.697477000	182.2	35.624	159		
T	2016-11-13 11:29:54	51.391565000	-2.697443000	182.6	35.629	159		
T	2016-11-13 11:29:55	51.391602000	-2.697410000	183.0	35.633	159		
T	2016-11-13 11:29:56	51.391643000	-2.697378000	183.4	35.638	159		
T	2016-11-13 11:29:57	51.391683000	-2.697346000	183.8	35.643	159		
T	2016-11-13 11:30:04	51.392003000	-2.697127000	183.8	35.680	159		
T	2016-11-13 11:30:12	51.392394000	-2.696807000	183.8	35.727	157		
T	2016-11-13 11:30:14	51.392488000	-2.696693000	183.8	35.741	157		
T	2016-11-13 11:30:17	51.392629000	-2.696483000	183.8	35.762	156		
T	2016-11-13 11:30:23	51.392935000	-2.695960000	183.8	35.811	154		
T	2016-11-13 11:30:25	51.393039000	-2.695758000	183.4	35.829	153		
T	2016-11-13 11:30:26	51.393092000	-2.695652000	182.8	35.838	152		
T	2016-11-13 11:30:27	51.393142000	-2.695540000	182.4	35.848	151		
T	2016-11-13 11:30:28	51.393191000	-2.695427000	182.0	35.857	151		
T	2016-11-13 11:30:29	51.393242000	-2.695308000	181.6	35.867	150		
T	2016-11-13 11:30:30	51.393291000	-2.695187000	181.0	35.877	150		
T	2016-11-13 11:30:31	51.393342000	-2.695062000	180.4	35.887	150		
T	2016-11-13 11:30:32	51.393394000	-2.694931000	180.0	35.898	150		
T	2016-11-13 11:30:33	51.393447000	-2.694798000	179.4	35.908	149		
T	2016-11-13 11:30:34	51.393503000	-2.694668000	179.0	35.919	148		
T	2016-11-13 11:30:35	51.393562000	-2.694537000	178.4	35.931	148		
T	2016-11-13 11:30:36	51.393620000	-2.694402000	178.0	35.942	148		
T	2016-11-13 11:30:37	51.393677000	-2.694265000	177.6	35.953	147		
T	2016-11-13 11:30:38	51.393735000	-2.694125000	177.2	35.965	146		
T	2016-11-13 11:30:39	51.393797000	-2.693989000	176.6	35.977	146		
T	2016-11-13 11:30:40	51.393861000	-2.693853000	176.0	35.988	146		
T	2016-11-13 11:30:41	51.393924000	-2.693721000	175.4	36.000	145		
T	2016-11-13 11:30:42	51.393989000	-2.693592000	175.0	36.011	145		
T	2016-11-13 11:30:43	51.394055000	-2.693463000	174.4	36.023	145		
T	2016-11-13 11:30:49	51.394489000	-2.692743000	174.4	36.092	143		
T	2016-11-13 11:30:50	51.394560000	-2.692631000	174.0	36.104	144		
T	2016-11-13 11:30:51	51.394633000	-2.692519000	173.6	36.115	144		
T	2016-11-13 11:30:52	51.394707000	-2.692408000	173.0	36.126	144		
T	2016-11-13 11:30:53	51.394776000	-2.692302000	172.6	36.137	144		
T	2016-11-13 11:30:54	51.394846000	-2.692195000	172.2	36.148	144		
T	2016-11-13 11:30:58	51.395108000	-2.691777000	172.2	36.189	143		
T	2016-11-13 11:31:03	51.395368000	-2.691217000	172.6	36.238	142		
T	2016-11-13 11:31:04	51.395410000	-2.691100000	173.2	36.247	142		
T	2016-11-13 11:31:05	51.395446000	-2.690995000	173.6	36.256	142		
T	2016-11-13 11:31:06	51.395483000	-2.690890000	174.0	36.265	142		
T	2016-11-13 11:31:07	51.395514000	-2.690778000	174.4	36.273	142		
T	2016-11-13 11:31:10	51.395595000	-2.690470000	174.4	36.297	142		
T	2016-11-13 11:31:12	51.395644000	-2.690310000	174.8	36.312	142		
T	2016-11-13 11:31:14	51.395695000	-2.690150000	175.4	36.326	142		
T	2016-11-13 11:31:15	51.395721000	-2.690065000	175.8	36.333	142		
T	2016-11-13 11:31:16	51.395741000	-2.689981000	176.2	36.340	143		
T	2016-11-13 11:31:17	51.395759000	-2.689899000	176.8	36.347	143		
T	2016-11-13 11:31:23	51.395873000	-2.689374000	176.8	36.387	144		
T	2016-11-13 11:31:29	51.395958000	-2.688715000	177.2	36.433	146		
T	2016-11-13 11:31:30	51.395971000	-2.688599000	177.6	36.441	147		
T	2016-11-13 11:31:31	51.395980000	-2.688472000	178.0	36.449	147		
T	2016-11-13 11:31:32	51.395993000	-2.688348000	178.4	36.457	147		
T	2016-11-13 11:31:33	51.396006000	-2.688230000	178.8	36.465	148		
T	2016-11-13 11:31:35	51.396038000	-2.687963000	178.8	36.483	147		
T	2016-11-13 11:31:36	51.396059000	-2.687824000	178.2	36.492	147		
T	2016-11-13 11:31:37	51.396078000	-2.687679000	177.6	36.502	146		
T	2016-11-13 11:31:38	51.396096000	-2.687530000	177.0	36.512	146		
T	2016-11-13 11:31:39	51.396112000	-2.687375000	176.4	36.523	146		
T	2016-11-13 11:31:40	51.396126000	-2.687219000	175.8	36.533	145		
T	2016-11-13 11:31:41	51.396141000	-2.687053000	175.2	36.544	145		
T	2016-11-13 11:31:42	51.396151000	-2.686893000	174.6	36.555	145		
T	2016-11-13 11:31:43	51.396160000	-2.686720000	174.0	36.566	144		
T	2016-11-13 11:31:44	51.396167000	-2.686548000	173.4	36.578	144		
T	2016-11-13 11:31:45	51.396171000	-2.686378000	172.8	36.590	144		
T	2016-11-13 11:31:46	51.396171000	-2.686202000	172.4	36.602	144		
T	2016-11-13 11:31:47	51.396169000	-2.686030000	171.6	36.614	143		
T	2016-11-13 11:31:48	51.396166000	-2.685851000	170.8	36.626	142		
T	2016-11-13 11:31:50	51.396159000	-2.685481000	170.2	36.652	140		
T	2016-11-13 11:31:51	51.396157000	-2.685294000	169.4	36.664	139		
T	2016-11-13 11:31:52	51.396157000	-2.685106000	168.8	36.677	138		
T	2016-11-13 11:31:53	51.396161000	-2.684919000	168.2	36.691	137		
T	2016-11-13 11:31:54	51.396170000	-2.684728000	167.6	36.704	137		
T	2016-11-13 11:31:55	51.396187000	-2.684534000	167.0	36.717	136		
T	2016-11-13 11:31:56	51.396208000	-2.684335000	166.2	36.731	136		
T	2016-11-13 11:31:57	51.396234000	-2.684126000	165.4	36.746	136		
T	2016-11-13 11:31:58	51.396265000	-2.683930000	164.4	36.760	135		
T	2016-11-13 11:31:59	51.396304000	-2.683728000	163.4	36.775	135		
T	2016-11-13 11:32:00	51.396348000	-2.683527000	162.4	36.790	135		
T	2016-11-13 11:32:01	51.396398000	-2.683326000	161.2	36.804	135		
T	2016-11-13 11:32:02	51.396454000	-2.683135000	160.0	36.819	136		
T	2016-11-13 11:32:03	51.396510000	-2.682949000	159.0	36.834	136		
T	2016-11-13 11:32:04	51.396576000	-2.682769000	158.2	36.848	136		
T	2016-11-13 11:32:05	51.396639000	-2.682591000	157.6	36.862	136		
T	2016-11-13 11:32:06	51.396719000	-2.682371000	157.0	36.880	136		
T	2016-11-13 11:32:07	51.396783000	-2.682202000	156.2	36.894	136		
T	2016-11-13 11:32:08	51.396847000	-2.682027000	155.4	36.908	136		
T	2016-11-13 11:32:09	51.396912000	-2.681853000	154.6	36.922	135		
T	2016-11-13 11:32:10	51.396977000	-2.681682000	153.6	36.936	134		
T	2016-11-13 11:32:11	51.397040000	-2.681507000	152.8	36.950	134		
T	2016-11-13 11:32:12	51.397106000	-2.681327000	152.0	36.964	133		
T	2016-11-13 11:32:13	51.397170000	-2.681154000	151.2	36.978	133		
T	2016-11-13 11:32:14	51.397235000	-2.680980000	150.6	36.993	133		
T	2016-11-13 11:32:15	51.397303000	-2.680796000	150.0	37.007	133		
T	2016-11-13 11:32:16	51.397367000	-2.680620000	149.2	37.022	134		
T	2016-11-13 11:32:17	51.397432000	-2.680438000	148.6	37.036	133		
T	2016-11-13 11:32:18	51.397500000	-2.680263000	147.8	37.050	134		
T	2016-11-13 11:32:19	51.397559000	-2.680088000	147.0	37.065	134		
T	2016-11-13 11:32:20	51.397621000	-2.679898000	146.2	37.079	133		
T	2016-11-13 11:32:21	51.397682000	-2.679717000	145.4	37.093	134		
T	2016-11-13 11:32:22	51.397738000	-2.679539000	144.4	37.107	133		
T	2016-11-13 11:32:23	51.397794000	-2.679355000	143.4	37.121	133		
T	2016-11-13 11:32:24	51.397848000	-2.679176000	142.4	37.135	133		
T	2016-11-13 11:32:25	51.397902000	-2.678995000	141.4	37.149	133		
